cid,bdate,gen,dwh_create_date
AW00028558,7/2/1977,Female,46:40.2
AW00028559,7/24/1983,Male,46:40.2
AW00028560,4/3/1983,Female,46:40.2
AW00028561,4/13/1977,Male,46:40.2
AW00028562,1/7/1978,Male,46:40.2
AW00028563,12/23/1983,Male,46:40.2
AW00028564,9/7/1983,Female,46:40.2
AW00028565,3/13/1977,Male,46:40.2
AW00028566,12/20/1976,Male,46:40.2
AW00028567,6/21/1977,Female,46:40.2
AW00028568,10/11/1975,Female,46:40.2
AW00028569,9/21/1982,Male,46:40.2
AW00028570,6/22/1977,Female,46:40.2
AW00028571,4/10/1980,Female,46:40.2
AW00028572,7/2/1979,Male,46:40.2
AW00028573,10/7/1979,Male,46:40.2
AW00028574,11/16/1979,Female,46:40.2
AW00028575,3/3/1981,Female,46:40.2
AW00028576,10/4/1971,Male,46:40.2
AW00028577,11/5/1971,Male,46:40.2
AW00028578,4/3/1983,Female,46:40.2
AW00028579,12/16/1971,Female,46:40.2
AW00028580,1/2/1977,Female,46:40.2
AW00028581,2/14/1960,Female,46:40.2
AW00028582,2/23/1960,Female,46:40.2
AW00028583,8/25/1959,Male,46:40.2
AW00028584,10/31/1959,Female,46:40.2
AW00028585,9/30/1965,Male,46:40.2
AW00028586,7/19/1965,Male,46:40.2
AW00028587,8/24/1959,Male,46:40.2
AW00028588,11/29/1959,Female,46:40.2
AW00028589,6/10/1972,Male,46:40.2
AW00028590,1/14/1961,Male,46:40.2
AW00028591,2/10/1961,Female,46:40.2
AW00028592,1/20/1961,Female,46:40.2
AW00028593,7/6/1960,Female,46:40.2
AW00028594,5/4/1966,Female,46:40.2
AW00028595,8/8/1960,Male,46:40.2
AW00028596,4/3/1961,Female,46:40.2
AW00028597,12/23/1960,Female,46:40.2
AW00028598,12/10/1960,Male,46:40.2
AW00028599,9/18/1971,Female,46:40.2
AW00028600,8/22/1971,Female,46:40.2
AW00028601,6/2/1961,Male,46:40.2
AW00028602,10/8/1961,Female,46:40.2
AW00028603,9/3/1967,Male,46:40.2
AW00028604,12/1/1961,Female,46:40.2
AW00028605,9/20/1967,Male,46:40.2
AW00028606,10/2/1961,Male,46:40.2
AW00028607,4/22/1962,Male,46:40.2
AW00028608,9/30/1961,Male,46:40.2
AW00028609,4/11/1962,Male,46:40.2
AW00028610,4/8/1962,Female,46:40.2
AW00028611,5/31/1962,Male,46:40.2
AW00028612,1/12/1962,Male,46:40.2
AW00028613,12/18/1961,Male,46:40.2
AW00028614,11/12/1962,Male,46:40.2
AW00028615,12/5/1973,Male,46:40.2
AW00028616,1/1/1974,Female,46:40.2
AW00028617,12/25/1962,Male,46:40.2
AW00028618,9/18/1969,Female,46:40.2
AW00028619,8/8/1963,Female,46:40.2
AW00028620,8/30/1969,Male,46:40.2
AW00028621,9/21/1969,Female,46:40.2
AW00028622,3/9/1975,Female,46:40.2
AW00028623,2/28/1969,Male,46:40.2
AW00028624,1/22/1964,Male,46:40.2
AW00028625,7/11/1964,Male,46:40.2
AW00028626,2/16/1981,Female,46:40.2
AW00028627,12/19/1964,Male,46:40.2
AW00028628,7/5/1964,Female,46:40.2
AW00028629,2/2/1965,Female,46:40.2
AW00028630,11/9/1970,Male,46:40.2
AW00028631,3/19/1978,Male,46:40.2
AW00028632,3/11/1979,Female,46:40.2
AW00028633,1/23/1979,Female,46:40.2
AW00028634,9/19/1978,Male,46:40.2
AW00028635,2/4/1984,Male,46:40.2
AW00028636,9/23/1978,Female,46:40.2
AW00028637,10/5/1978,Male,46:40.2
AW00028638,12/9/1978,Female,46:40.2
AW00028639,4/23/1979,Female,46:40.2
AW00028640,8/2/1977,Male,46:40.2
AW00028641,1/12/1982,Female,46:40.2
AW00028642,1/1/1977,Female,46:40.2
AW00028643,5/9/1982,Male,46:40.2
AW00028644,10/30/1982,Female,46:40.2
AW00028645,10/11/1976,Male,46:40.2
AW00028646,11/29/1977,Female,46:40.2
AW00028647,9/6/1983,Female,46:40.2
AW00028648,10/22/1977,Male,46:40.2
AW00028649,4/11/1978,Male,46:40.2
AW00028650,8/6/1975,Female,46:40.2
AW00028651,8/10/1975,Female,46:40.2
AW00028652,12/21/1975,Female,46:40.2
AW00028653,3/8/1976,Female,46:40.2
AW00028654,1/5/1976,Male,46:40.2
AW00028655,6/1/1975,Male,46:40.2
AW00028656,11/19/1974,Male,46:40.2
AW00028657,5/5/1975,Male,46:40.2
AW00028658,11/17/1974,Female,46:40.2
AW00028659,9/9/1974,Female,46:40.2
AW00028660,5/14/1977,Male,46:40.2
AW00028661,4/6/1982,Male,46:40.2
AW00028662,1/17/1977,Male,46:40.2
AW00028663,12/2/1974,Male,46:40.2
AW00028664,4/25/1974,Female,46:40.2
AW00028665,3/2/1979,Female,46:40.2
AW00028666,10/18/1979,Male,46:40.2
AW00028667,6/26/1974,Male,46:40.2
AW00028668,3/7/1973,Male,46:40.2
AW00028669,1/6/1976,Male,46:40.2
AW00028670,2/23/1981,Female,46:40.2
AW00028671,5/22/1981,Female,46:40.2
AW00028672,9/23/1981,Male,46:40.2
AW00028673,6/4/1981,Female,46:40.2
AW00028674,1/14/1976,Male,46:40.2
AW00028675,3/8/1973,Male,46:40.2
AW00028676,4/18/1973,Male,46:40.2
AW00028677,8/9/1977,Male,46:40.2
AW00028678,10/31/1971,Male,46:40.2
AW00028679,9/7/1971,Male,46:40.2
AW00028680,4/7/1972,Female,46:40.2
AW00028681,9/15/1971,Female,46:40.2
AW00028682,5/19/1983,Female,46:40.2
AW00028683,10/5/1981,Female,46:40.2
AW00028684,6/10/1976,Female,46:40.2
AW00028685,3/12/1981,Male,46:40.2
AW00028686,9/20/1975,Female,46:40.2
AW00028687,11/16/1981,Male,46:40.2
AW00028688,3/7/1976,Female,46:40.2
AW00028689,11/24/1974,Male,46:40.2
AW00028690,10/7/1975,Male,46:40.2
AW00028691,1/9/1976,Male,46:40.2
AW00028692,11/21/1981,Female,46:40.2
AW00028693,10/6/1975,Female,46:40.2
AW00028694,1/14/1976,Male,46:40.2
AW00028695,2/22/1976,Male,46:40.2
AW00028696,3/4/1976,Female,46:40.2
AW00028697,10/18/1975,Female,46:40.2
AW00028698,10/20/1974,Female,46:40.2
AW00028699,3/10/1986,Female,46:40.2
AW00028700,10/20/1974,Female,46:40.2
AW00028701,9/24/1980,Female,46:40.2
AW00028702,1/30/1986,Male,46:40.2
AW00028703,11/5/1974,Female,46:40.2
AW00028704,9/2/1974,Male,46:40.2
AW00028705,8/16/1957,Female,46:40.2
AW00028706,2/6/1958,Male,46:40.2
AW00028707,4/23/1962,Female,46:40.2
AW00028708,9/5/1962,Male,46:40.2
AW00028709,1/4/1957,Female,46:40.2
AW00028710,1/15/1959,Male,46:40.2
AW00028711,5/25/1974,Female,46:40.2
AW00028712,6/5/1974,Male,46:40.2
AW00028713,11/23/1979,Male,46:40.2
AW00028714,12/19/1971,Male,46:40.2
AW00028715,3/19/1971,Female,46:40.2
AW00028716,7/5/1976,Male,46:40.2
AW00028717,1/18/1971,Male,46:40.2
AW00028718,9/23/1970,Female,46:40.2
AW00028719,10/16/1973,Male,46:40.2
AW00028720,11/21/1981,Female,46:40.2
AW00028721,8/31/1975,Female,46:40.2
AW00028722,5/22/1979,Female,46:40.2
AW00028723,4/22/1979,Male,46:40.2
AW00028724,4/5/1980,Male,46:40.2
AW00028725,4/8/1980,Male,46:40.2
AW00028726,12/14/1985,Female,46:40.2
AW00028727,5/1/1986,Male,46:40.2
AW00028728,8/11/1985,Male,46:40.2
AW00028729,2/13/1986,Female,46:40.2
AW00028730,4/18/1985,Female,46:40.2
AW00028731,9/13/1979,Male,46:40.2
AW00028732,9/17/1979,Female,46:40.2
AW00028733,3/30/1980,Female,46:40.2
AW00028734,5/11/1985,Female,46:40.2
AW00028735,10/2/1984,Female,46:40.2
AW00028736,10/21/1978,Female,46:40.2
AW00028737,9/19/1977,Male,46:40.2
AW00028738,3/20/1983,Female,46:40.2
AW00028739,9/19/1978,Female,46:40.2
AW00028740,10/3/1978,Female,46:40.2
AW00028741,4/20/1979,Male,46:40.2
AW00028742,8/26/1978,Male,46:40.2
AW00028743,11/14/1920,Female,46:40.2
AW00028744,1/2/1978,Female,46:40.2
AW00028745,8/21/1982,Male,46:40.2
AW00028746,5/5/1977,Male,46:40.2
AW00028747,11/24/1976,Male,46:40.2
AW00028748,4/3/1977,Female,46:40.2
AW00028749,10/5/1983,Male,46:40.2
AW00028750,6/21/1978,Male,46:40.2
AW00028751,5/25/1983,Male,46:40.2
AW00028752,5/17/1978,Male,46:40.2
AW00028753,1/5/1977,Female,46:40.2
AW00028754,4/21/1982,Male,46:40.2
AW00028755,5/21/1982,Male,46:40.2
AW00028756,11/29/1975,Female,46:40.2
AW00028757,3/19/1977,Male,46:40.2
AW00028758,2/4/1977,Male,46:40.2
AW00028759,9/30/1976,Female,46:40.2
AW00028760,5/19/1981,Male,46:40.2
AW00028761,4/17/1981,Male,46:40.2
AW00028762,5/11/1980,Male,46:40.2
AW00028763,1/20/1980,Female,46:40.2
AW00028764,8/10/1979,Male,46:40.2
AW00028765,8/25/1979,Female,46:40.2
AW00028766,1/30/1986,Male,46:40.2
AW00028767,2/23/1981,Male,46:40.2
AW00028768,1/1/1972,Male,46:40.2
AW00028769,3/6/1972,Female,46:40.2
AW00028770,12/30/1971,Male,46:40.2
AW00028771,2/5/1960,Female,46:40.2
AW00028772,4/23/1965,Male,46:40.2
AW00028773,9/23/1965,Male,46:40.2
AW00028774,5/13/1976,Female,46:40.2
AW00028775,11/23/1959,Female,46:40.2
AW00028776,10/7/1966,Female,46:40.2
AW00028777,12/14/1960,Female,46:40.2
AW00028778,9/6/1966,Male,46:40.2
AW00028779,10/12/1960,Female,46:40.2
AW00028780,7/6/1961,Female,46:40.2
AW00028781,11/12/1961,Male,46:40.2
AW00028782,9/8/1961,Male,46:40.2
AW00028783,1/3/1963,Female,46:40.2
AW00028784,6/17/1974,Female,46:40.2
AW00028785,2/25/1963,Male,46:40.2
AW00028786,7/19/1968,Male,46:40.2
AW00028787,10/3/1962,Female,46:40.2
AW00028788,4/8/1963,Female,46:40.2
AW00028789,9/8/1962,Male,46:40.2
AW00028790,2/7/1964,Male,46:40.2
AW00028791,1/2/1964,Male,46:40.2
AW00028792,9/6/1963,Male,46:40.2
AW00028793,11/11/1963,Male,46:40.2
AW00028794,4/30/1965,Male,46:40.2
AW00028795,1/10/1970,Male,46:40.2
AW00028796,4/23/1965,Male,46:40.2
AW00028797,4/16/1965,Female,46:40.2
AW00028798,6/13/1970,Male,46:40.2
AW00028799,12/11/1964,Female,46:40.2
AW00028800,9/3/1964,Male,46:40.2
AW00028801,2/10/1978,Female,46:40.2
AW00028802,9/13/1983,Female,46:40.2
AW00028803,7/3/1977,Female,46:40.2
AW00028804,6/12/1978,Male,46:40.2
AW00028805,2/17/1978,Female,46:40.2
AW00028806,5/19/1979,Male,46:40.2
AW00028807,3/12/1979,Female,46:40.2
AW00028808,5/19/1979,Female,46:40.2
AW00028809,9/16/1984,Male,46:40.2
AW00028810,10/15/1978,Female,46:40.2
AW00028811,8/12/1978,Male,46:40.2
AW00028812,10/19/1978,Female,46:40.2
AW00028813,5/5/1977,Male,46:40.2
AW00028814,9/18/1976,Female,46:40.2
AW00028815,4/21/1982,Female,46:40.2
AW00028816,1/10/1977,Female,46:40.2
AW00028817,3/11/1977,Male,46:40.2
AW00028818,10/30/1977,Male,46:40.2
AW00028819,4/10/1978,Female,46:40.2
AW00028820,1/17/1978,Female,46:40.2
AW00028821,1/17/1978,Male,46:40.2
AW00028822,1/16/1978,Female,46:40.2
AW00028823,5/17/1978,Male,46:40.2
AW00028824,5/8/1978,Male,46:40.2
AW00028825,2/1/1978,Male,46:40.2
AW00028826,1/10/1978,Male,46:40.2
AW00028827,3/23/1983,Male,46:40.2
AW00028828,4/23/1978,Female,46:40.2
AW00028829,8/15/1975,Male,46:40.2
AW00028830,12/21/1975,Male,46:40.2
AW00028831,7/15/1975,Female,46:40.2
AW00028832,11/2/1975,Male,46:40.2
AW00028833,5/3/1975,Female,46:40.2
AW00028834,10/26/1974,Female,46:40.2
AW00028835,9/22/1974,Male,46:40.2
AW00028836,2/4/1977,Female,46:40.2
AW00028837,4/18/1977,Female,46:40.2
AW00028838,4/24/1977,Female,46:40.2
AW00028839,4/9/1982,Male,46:40.2
AW00028840,1/8/1977,Female,46:40.2
AW00028841,5/5/1977,Male,46:40.2
AW00028842,11/16/1976,Female,46:40.2
AW00028843,7/21/1974,Female,46:40.2
AW00028844,4/21/1979,Female,46:40.2
AW00028845,5/7/1974,Female,46:40.2
AW00028846,5/14/1974,Female,46:40.2
AW00028847,11/20/1973,Female,46:40.2
AW00028848,7/22/1978,Male,46:40.2
AW00028849,10/19/1978,Male,46:40.2
AW00028850,10/31/1981,Male,46:40.2
AW00028851,7/27/1975,Male,46:40.2
AW00028852,3/6/1976,Female,46:40.2
AW00028853,4/4/1976,Male,46:40.2
AW00028854,6/5/1981,Female,46:40.2
AW00028855,1/21/1973,Female,46:40.2
AW00028856,12/18/1972,Male,46:40.2
AW00028857,12/14/1972,Male,46:40.2
AW00028858,1/15/1977,Male,46:40.2
AW00028859,4/7/1972,Male,46:40.2
AW00028860,5/20/1977,Male,46:40.2
AW00028861,6/18/1982,Female,46:40.2
AW00028862,12/24/1981,Female,46:40.2
AW00028863,6/25/1982,Female,46:40.2
AW00028864,10/24/1981,Female,46:40.2
AW00028865,7/5/1979,Male,46:40.2
AW00028866,8/5/1979,Male,46:40.2
AW00028867,10/19/1979,Female,46:40.2
AW00028868,8/6/1979,Male,46:40.2
AW00028869,9/14/1983,Female,46:40.2
AW00028870,3/10/1983,Male,46:40.2
AW00028871,3/26/1978,Female,46:40.2
AW00028872,6/12/1982,Female,46:40.2
AW00028873,11/15/1958,Male,46:40.2
AW00028874,3/11/1959,Female,46:40.2
AW00028875,12/4/1962,Male,46:40.2
AW00028876,4/20/1963,Male,46:40.2
AW00028877,5/24/1963,Male,46:40.2
AW00028878,10/6/1962,Male,46:40.2
AW00028879,5/31/1963,Male,46:40.2
AW00028880,2/25/1963,Female,46:40.2
AW00028881,10/30/1961,Male,46:40.2
AW00028882,1/31/1962,Female,46:40.2
AW00028883,3/11/1962,Male,46:40.2
AW00028884,9/30/1967,Female,46:40.2
AW00028885,3/3/1972,Male,46:40.2
AW00028886,1/10/1961,Male,46:40.2
AW00028887,11/10/1960,Male,46:40.2
AW00028888,11/18/1949,Female,46:40.2
AW00028889,10/9/1956,Female,46:40.2
AW00028890,10/13/1950,Female,46:40.2
AW00028891,5/1/1951,Female,46:40.2
AW00028892,12/14/1950,Female,46:40.2
AW00028893,12/10/1951,Female,46:40.2
AW00028894,1/31/1952,Male,46:40.2
AW00028895,11/15/1951,Male,46:40.2
AW00028896,5/12/1959,Male,46:40.2
AW00028897,9/15/1958,Female,46:40.2
AW00028898,12/24/1959,Female,46:40.2
AW00028899,3/18/1960,Male,46:40.2
AW00028900,12/3/1958,Female,46:40.2
AW00028901,7/25/1958,Female,46:40.2
AW00028902,5/16/1959,Female,46:40.2
AW00028903,10/21/1964,Female,46:40.2
AW00028904,10/7/1956,Male,46:40.2
AW00028905,8/18/1956,Female,46:40.2
AW00028906,9/23/1962,Male,46:40.2
AW00028907,8/18/1956,Male,46:40.2
AW00028908,9/10/1956,Female,46:40.2
AW00028909,1/1/1961,Male,46:40.2
AW00028910,2/11/1956,Female,46:40.2
AW00028911,9/17/1955,Male,46:40.2
AW00028912,3/6/1956,Male,46:40.2
AW00028913,2/21/1956,Female,46:40.2
AW00028914,5/19/1956,Female,46:40.2
AW00028915,5/23/1960,Male,46:40.2
AW00028916,2/13/1955,Female,46:40.2
AW00028917,8/2/1953,Female,46:40.2
AW00028918,10/5/1953,Female,46:40.2
AW00028919,12/2/1952,Female,46:40.2
AW00028920,3/20/1953,Female,46:40.2
AW00028921,5/9/1969,Male,46:40.2
AW00028922,5/12/1981,Male,46:40.2
AW00028923,2/3/1981,Male,46:40.2
AW00028924,12/25/1981,Female,46:40.2
AW00028925,10/1/1981,Male,46:40.2
AW00028926,11/12/1981,Male,46:40.2
AW00028927,9/16/1981,Male,46:40.2
AW00028928,12/17/1981,Female,46:40.2
AW00028929,2/8/1981,Female,46:40.2
AW00028930,11/23/1980,Male,46:40.2
AW00028931,5/5/1981,Male,46:40.2
AW00028932,8/23/1985,Male,46:40.2
AW00028933,5/9/1980,Female,46:40.2
AW00028934,4/2/1980,Male,46:40.2
AW00028935,11/29/1980,Male,46:40.2
AW00028936,6/20/1980,Female,46:40.2
AW00028937,4/11/1984,Male,46:40.2
AW00028938,4/2/1980,Female,46:40.2
AW00028939,4/14/1980,Male,46:40.2
AW00028940,2/20/1980,Female,46:40.2
AW00028941,9/30/1979,Female,46:40.2
AW00028942,8/27/1978,Male,46:40.2
AW00028943,7/15/1978,Male,46:40.2
AW00028944,5/8/1984,Female,46:40.2
AW00028945,12/1/1977,Male,46:40.2
AW00028946,9/22/1983,Male,46:40.2
AW00028947,10/18/1978,Male,46:40.2
AW00028948,8/2/1984,Female,46:40.2
AW00028949,10/21/1978,Male,46:40.2
AW00028950,11/23/1983,Male,46:40.2
AW00028951,9/22/1977,Female,46:40.2
AW00028952,9/14/1983,Male,46:40.2
AW00028953,3/16/1983,Female,46:40.2
AW00028954,6/21/1978,Male,46:40.2
AW00028955,4/17/1977,Male,46:40.2
AW00028956,10/19/1976,Female,46:40.2
AW00028957,2/7/1983,Female,46:40.2
AW00028958,6/1/1978,Male,46:40.2
AW00028959,7/14/1977,Male,46:40.2
AW00028960,9/19/1977,Female,46:40.2
AW00028961,8/20/1976,Male,46:40.2
AW00028962,12/31/1975,Male,46:40.2
AW00028963,3/8/1976,Male,46:40.2
AW00028964,6/18/1960,Male,46:40.2
AW00028965,1/31/1955,Female,46:40.2
AW00028966,2/15/1960,Female,46:40.2
AW00028967,7/31/1953,Female,46:40.2
AW00028968,8/23/1953,Male,46:40.2
AW00028969,11/5/1953,Male,46:40.2
AW00028970,12/23/1943,Female,46:40.2
AW00028971,12/17/1944,Male,46:40.2
AW00028972,5/9/1945,Female,46:40.2
AW00028973,5/18/1945,Male,46:40.2
AW00028974,4/5/1945,Female,46:40.2
AW00028975,7/3/1951,Male,46:40.2
AW00028976,8/8/1945,Female,46:40.2
AW00028977,1/22/1946,Male,46:40.2
AW00028978,3/23/1946,Female,46:40.2
AW00028979,12/22/1945,Male,46:40.2
AW00028980,8/12/1945,Female,46:40.2
AW00028981,9/14/1945,Male,46:40.2
AW00028982,6/22/1947,Female,46:40.2
AW00028983,7/24/1952,Male,46:40.2
AW00028984,6/10/1947,Female,46:40.2
AW00028985,8/3/1947,Male,46:40.2
AW00028986,1/21/1949,Male,46:40.2
AW00028987,12/3/1948,Female,46:40.2
AW00028988,8/21/1949,Male,46:40.2
AW00028989,7/16/1949,Female,46:40.2
AW00028990,3/3/1955,Female,46:40.2
AW00028991,7/19/1952,Male,46:40.2
AW00028992,7/6/1952,Male,46:40.2
AW00028993,5/12/1951,Female,46:40.2
AW00028994,8/31/1951,Male,46:40.2
AW00028995,3/19/1952,Female,46:40.2
AW00028996,8/1/1969,Female,46:40.2
AW00028997,5/26/1953,Male,46:40.2
AW00028998,9/9/1952,Female,46:40.2
AW00028999,10/20/1958,Male,46:40.2
AW00029000,2/18/1953,Male,46:40.2
AW00029001,4/12/1964,Male,46:40.2
AW00029002,9/20/1953,Female,46:40.2
AW00029003,10/16/1953,Female,46:40.2
AW00029004,5/20/1965,Male,46:40.2
AW00029005,3/16/1955,Male,46:40.2
AW00029006,8/25/1954,Male,46:40.2
AW00029007,6/25/1955,Male,46:40.2
AW00029008,6/1/1955,Male,46:40.2
AW00029009,10/13/1960,Male,46:40.2
AW00029010,6/1/1955,Female,46:40.2
AW00029011,4/12/1955,Female,46:40.2
AW00029012,12/30/1960,Male,46:40.2
AW00029013,5/6/1961,Female,46:40.2
AW00029014,8/4/1955,Male,46:40.2
AW00029015,8/3/1955,Female,46:40.2
AW00029016,9/17/1955,Male,46:40.2
AW00029017,12/24/1955,Male,46:40.2
AW00029018,12/11/1955,Male,46:40.2
AW00029019,12/24/1955,Male,46:40.2
AW00029020,1/14/1961,Male,46:40.2
AW00029021,2/14/1957,Male,46:40.2
AW00029022,5/2/1957,Female,46:40.2
AW00029023,6/22/1957,Male,46:40.2
AW00029024,9/5/1962,Female,46:40.2
AW00029025,8/2/1956,Male,46:40.2
AW00029026,10/23/1957,Female,46:40.2
AW00029027,9/23/1963,Male,46:40.2
AW00029028,5/2/1958,Male,46:40.2
AW00029029,2/24/1958,Male,46:40.2
AW00029030,5/7/1963,Male,46:40.2
AW00029031,6/3/1974,Male,46:40.2
AW00029032,8/9/1957,Female,46:40.2
AW00029033,9/12/1964,Female,46:40.2
AW00029034,7/15/1958,Male,46:40.2
AW00029035,2/19/1959,Male,46:40.2
AW00029036,10/21/1964,Female,46:40.2
AW00029037,4/14/1972,Male,46:40.2
AW00029038,4/21/1972,Female,46:40.2
AW00029039,4/21/1986,Male,46:40.2
AW00029040,3/16/1980,Female,46:40.2
AW00029041,10/8/1977,Male,46:40.2
AW00029042,8/1/1973,Male,46:40.2
AW00029043,1/12/1974,Male,46:40.2
AW00029044,8/30/1973,Female,46:40.2
AW00029045,5/9/1973,Female,46:40.2
AW00029046,8/18/1968,Female,46:40.2
AW00029047,11/29/1968,Male,46:40.2
AW00029048,9/30/1979,Male,46:40.2
AW00029049,3/25/1985,Female,46:40.2
AW00029050,1/18/1985,Male,46:40.2
AW00029051,2/21/1985,Female,46:40.2
AW00029052,8/3/1984,Male,46:40.2
AW00029053,4/2/1950,Male,46:40.2
AW00029054,3/3/1950,Female,46:40.2
AW00029055,11/8/1955,Female,46:40.2
AW00029056,9/1/1984,Female,46:40.2
AW00029057,11/6/1983,Female,46:40.2
AW00029058,7/3/1983,Female,46:40.2
AW00029059,12/18/1983,Female,46:40.2
AW00029060,9/29/1983,Male,46:40.2
AW00029061,10/17/1950,Male,46:40.2
AW00029062,10/19/1950,Male,46:40.2
AW00029063,2/18/1963,Male,46:40.2
AW00029064,6/8/1952,Male,46:40.2
AW00029065,8/21/1951,Female,46:40.2
AW00029066,7/28/1951,Male,46:40.2
AW00029067,5/6/1957,Male,46:40.2
AW00029068,9/14/1952,Female,46:40.2
AW00029069,11/10/1952,Male,46:40.2
AW00029070,11/12/1983,Female,46:40.2
AW00029071,5/18/1983,Female,46:40.2
AW00029072,2/15/1983,Female,46:40.2
AW00029073,8/19/1982,Female,46:40.2
AW00029074,1/25/1983,Female,46:40.2
AW00029075,1/2/1983,Male,46:40.2
AW00029076,9/1/1982,Female,46:40.2
AW00029077,5/23/1983,Male,46:40.2
AW00029078,3/27/1983,Female,46:40.2
AW00029079,12/5/1981,Male,46:40.2
AW00029080,1/14/1955,Female,46:40.2
AW00029081,3/13/1960,Male,46:40.2
AW00029082,1/19/1960,Female,46:40.2
AW00029083,2/18/1956,Female,46:40.2
AW00029084,12/21/1955,Female,46:40.2
AW00029085,5/26/1956,Male,46:40.2
AW00029086,7/13/1955,Male,46:40.2
AW00029087,4/14/1956,Male,46:40.2
AW00029088,8/29/1955,Female,46:40.2
AW00029089,7/12/1985,Male,46:40.2
AW00029090,2/18/1958,Female,46:40.2
AW00029091,4/11/1958,Female,46:40.2
AW00029092,5/22/1969,Male,46:40.2
AW00029093,4/4/1958,Male,46:40.2
AW00029094,12/24/1957,Male,46:40.2
AW00029095,9/25/1957,Male,46:40.2
AW00029096,8/10/1958,Female,46:40.2
AW00029097,6/9/1959,Female,46:40.2
AW00029098,10/8/1958,Male,46:40.2
AW00029099,1/9/1959,Male,46:40.2
AW00029100,1/15/1965,Female,46:40.2
AW00029101,6/4/1965,Female,46:40.2
AW00029102,9/18/1971,Female,46:40.2
AW00029103,11/4/1966,Male,46:40.2
AW00029104,1/12/1981,Male,46:40.2
AW00029105,5/10/1981,Female,46:40.2
AW00029106,9/3/1980,Male,46:40.2
AW00029107,10/14/1980,Female,46:40.2
AW00029108,12/19/1980,Male,46:40.2
AW00029109,1/14/1980,Female,46:40.2
AW00029110,10/9/1978,Female,46:40.2
AW00029111,11/21/1984,Male,46:40.2
AW00029112,12/22/1981,Male,46:40.2
AW00029113,11/23/1961,Female,46:40.2
AW00029114,3/15/1973,Male,46:40.2
AW00029115,8/8/1962,Female,46:40.2
AW00029116,4/30/1980,Female,46:40.2
AW00029117,1/31/1969,Male,46:40.2
AW00029118,8/6/1963,Male,46:40.2
AW00029119,4/11/1964,Male,46:40.2
AW00029120,9/20/1963,Female,46:40.2
AW00029121,9/12/1964,Female,46:40.2
AW00029122,9/1/1964,Male,46:40.2
AW00029123,6/18/1965,Female,46:40.2
AW00029124,7/14/1979,Male,46:40.2
AW00029125,6/8/1980,Female,46:40.2
AW00029126,3/25/1980,Female,46:40.2
AW00029127,5/18/1972,Male,46:40.2
AW00029128,3/10/1983,Female,46:40.2
AW00029129,8/29/1971,Male,46:40.2
AW00029130,3/22/1963,Female,46:40.2
AW00029131,5/13/1975,Male,46:40.2
AW00029132,12/14/1969,Female,46:40.2
AW00029133,9/14/1969,Female,46:40.2
AW00029134,9/13/1969,Male,46:40.2
AW00029135,4/3/1970,Male,46:40.2
AW00029136,11/5/1969,Female,46:40.2
AW00029137,7/16/1974,Male,46:40.2
AW00029138,8/9/1979,Male,46:40.2
AW00029139,2/19/1974,Female,46:40.2
AW00029140,11/24/1974,Male,46:40.2
AW00029141,7/13/1973,Female,46:40.2
AW00029142,5/20/1973,Female,46:40.2
AW00029143,3/12/1973,Female,46:40.2
AW00029144,8/11/1967,Male,46:40.2
AW00029145,2/7/1968,Female,46:40.2
AW00029146,4/6/1968,Male,46:40.2
AW00029147,8/14/1966,Female,46:40.2
AW00029148,5/13/1967,Female,46:40.2
AW00029149,2/17/1967,Female,46:40.2
AW00029150,1/9/1967,Male,46:40.2
AW00029151,9/20/1966,Female,46:40.2
AW00029152,1/22/1967,Male,46:40.2
AW00029153,3/14/1971,Male,46:40.2
AW00029154,3/15/1973,Male,46:40.2
AW00029155,10/4/1978,Female,46:40.2
AW00029156,10/18/1978,Female,46:40.2
AW00029157,4/23/1978,Male,46:40.2
AW00029158,12/8/1971,Male,46:40.2
AW00029159,7/11/1971,Female,46:40.2
AW00029160,8/22/1975,Male,46:40.2
AW00029161,1/20/1965,Male,46:40.2
AW00029162,8/9/1975,Male,46:40.2
AW00029163,8/5/1964,Male,46:40.2
AW00029164,3/18/1976,Female,46:40.2
AW00029165,6/13/1970,Male,46:40.2
AW00029166,10/29/1964,Male,46:40.2
AW00029167,9/5/1975,Female,46:40.2
AW00029168,8/22/1975,Male,46:40.2
AW00029169,3/17/1964,Female,46:40.2
AW00029170,4/14/1964,Female,46:40.2
AW00029171,11/1/1963,Male,46:40.2
AW00029172,4/19/1975,Male,46:40.2
AW00029173,11/16/1969,Male,46:40.2
AW00029174,5/14/1964,Male,46:40.2
AW00029175,2/3/1964,Male,46:40.2
AW00029176,8/8/1963,Male,46:40.2
AW00029177,11/2/1940,Male,46:40.2
AW00029178,3/1/1975,Female,46:40.2
AW00029179,12/8/1974,Female,46:40.2
AW00029180,10/3/1974,Male,46:40.2
